Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,64%_BPM,76%_BPM,Intensity,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender,Workout_Type
28,91.2,1.77,164,162,104.96,124.64,3,55,1.28,648,25.4,3.3,2,2,29.11040889,Female,Strength
52,98.5,1.96,183,169,117.12,139.08,3,50,1.98,1515,23.92,2.2,5,1,25.64035818,Female,Strength
22,88.9,1.6,182,148,116.48,138.32,3,74,1.39,1386,28.9,2.5,3,3,34.7265625,Male,HIIT
43,88.5,1.72,185,131,118.4,140.6,2,67,1.48,1140,23.6,3.3,4,1,29.91481882,Male,Cardio
46,85.9,1.7,180,148,115.2,136.8,3,66,1.77,1088,13.8,3.4,2,2,29.72318339,Male,HIIT
18,56.5,1.86,193,129,123.52,146.68,2,54,1.4,901,20.6,3.5,4,2,16.33136779,Male,HIIT
43,65.2,1.97,184,121,117.76,139.84,2,72,1.1,594,23.2,2.44,3,2,16.80022675,Female,HIIT
18,71.9,1.54,170,121,108.8,129.2,2,59,1.48,658,18.9,2.6,4,2,30.31708551,Male,HIIT
44,66.8,1.72,191,136,122.24,145.16,2,68,1.34,1239,31.5,2.8,4,2,22.57977285,Male,Cardio
55,46.3,1.7,187,139,119.68,142.12,2,52,2,1130,27.3,1.5,3,1,16.02076125,Female,Cardio
36,93.2,1.63,180,153,115.2,136.8,3,55,1.21,389,25.8,1.5,3,2,35.07847491,Male,Cardio
57,72.4,1.65,168,162,107.52,127.68,3,56,1.71,1140,10.9,2.5,4,1,26.59320478,Male,Yoga
41,70.7,1.81,191,134,122.24,145.16,2,62,1.53,1381,30.3,3.3,2,2,21.58053783,Male,Cardio
52,45,1.75,196,143,125.44,148.96,2,74,2,926,22,2.4,3,1,14.69387755,Female,Yoga
18,74.8,1.83,165,144,105.6,125.4,3,63,1.66,1174,22.9,3.1,2,2,22.33569232,Female,Cardio
31,61.1,1.69,190,123,121.6,144.4,2,64,0.62,1227,23.8,3.6,2,3,21.39280838,Female,HIIT
34,44.3,1.76,180,129,115.2,136.8,2,58,1.85,494,25.8,3.2,4,3,14.30139463,Female,Strength
20,96.2,1.59,170,142,108.8,129.2,3,52,1.57,1305,10.2,2.8,3,1,38.05229224,Female,Strength
47,69.7,1.83,184,121,117.76,139.84,2,70,1.02,747,30.2,1.9,5,1,20.8128042,Male,HIIT
33,41.9,1.59,166,165,106.24,126.16,3,50,2,898,24.6,3.2,3,2,16.57371148,Male,Strength
47,52.9,1.67,180,142,115.2,136.8,3,72,1.11,770,22.9,1.5,3,2,18.96805192,Female,Cardio
58,94.6,1.57,191,152,122.24,145.16,3,74,0.78,674,10.2,3.3,3,1,38.3788389,Male,Cardio
47,70.5,1.67,166,168,106.24,126.16,3,58,1.74,898,30,3.2,3,2,25.27878375,Male,Strength
27,40,1.76,192,169,122.88,145.92,3,56,2,602,28,3.4,3,3,12.91322314,Female,HIIT
51,51.6,1.83,194,161,124.16,147.44,3,67,2,1057,27.6,2.2,3,1,15.40804443,Male,Yoga
18,83.3,1.59,165,169,105.6,125.4,3,72,1.19,997,25.7,3.3,3,1,32.94964598,Female,Strength
20,67.7,1.84,193,122,123.52,146.68,1,66,1.19,900,13.7,3.4,5,2,19.99645558,Male,Cardio
43,57.8,1.78,197,163,126.08,149.72,3,52,1.42,1418,28.6,1.6,2,1,18.24264613,Male,Yoga
45,59,1.87,199,157,127.36,151.24,3,55,1.11,613,18.2,3.2,2,1,16.87208671,Male,Strength
29,61.5,1.88,182,152,116.48,138.32,3,72,1.62,793,24.2,3.3,4,3,17.40040742,Female,HIIT
18,40,1.75,176,124,112.64,133.76,2,68,1.01,1536,14.6,3.5,4,2,13.06122449,Female,HIIT
37,79.6,1.68,180,137,115.2,136.8,3,67,2,920,28.6,1.8,3,3,28.20294785,Male,Yoga
26,68.6,1.75,184,140,117.76,139.84,3,60,1.26,681,29.4,1.8,3,3,22.4,Female,HIIT
49,77.9,1.75,196,169,125.44,148.96,3,64,1.24,1267,24.8,3.5,3,2,25.43673469,Female,HIIT
23,40.9,1.75,187,136,119.68,142.12,2,50,1.14,1135,24.8,3.4,3,2,13.35510204,Female,Cardio
18,68.7,1.77,161,169,103.04,122.36,3,68,1.01,1011,27.3,3.5,3,2,21.92856459,Male,Cardio
23,114.9,1.61,180,120,115.2,136.8,2,56,1.27,891,28,3.3,3,1,44.32699356,Male,HIIT
47,65.6,1.77,190,154,121.6,144.4,3,54,1.59,413,23.1,3.6,2,2,20.93906604,Male,Strength
20,90.9,1.69,198,142,126.72,150.48,2,74,1.35,927,18.1,3.2,4,1,31.82661672,Female,Cardio
40,61,1.89,196,123,125.44,148.96,1,71,1.45,625,27.4,3.6,3,1,17.07678956,Male,Strength
18,66.8,1.66,166,135,106.24,126.16,3,59,2,803,23.2,3,2,1,24.24154449,Male,Yoga
56,42.6,1.61,190,161,121.6,144.4,3,60,1.24,1260,23,3.6,4,3,16.43455114,Male,HIIT
56,88.8,1.7,173,129,110.72,131.48,2,52,1.79,933,24.1,1.5,4,2,30.7266436,Female,Yoga
34,83.2,1.64,171,164,109.44,129.96,3,69,1.19,1392,22.9,3.5,3,1,30.93396788,Female,Yoga
38,99.1,1.5,185,159,118.4,140.6,3,74,1.38,995,17.8,1.5,4,1,44.04444444,Female,HIIT
43,77.8,1.7,180,149,115.2,136.8,3,58,1.38,1643,14.9,2.8,5,1,26.92041522,Male,Strength
18,47.8,1.85,161,156,103.04,122.36,3,50,1.02,1265,30.8,3.2,5,1,13.96639883,Male,Yoga
24,40,1.82,168,120,107.52,127.68,2,74,1.28,303,25,3.6,3,1,12.07583625,Male,Strength
35,91,1.55,174,136,111.36,132.24,3,74,0.99,1216,27,3.5,3,3,37.87721124,Female,Cardio
21,86.3,1.74,184,169,117.76,139.84,3,61,1.85,993,24.9,3.4,2,2,28.50442595,Male,Strength
26,64.6,1.82,196,165,125.44,148.96,3,55,1.46,1699,28.1,3.3,4,2,19.50247555,Male,Yoga
40,49.6,1.7,169,150,108.16,128.44,3,72,1.6,921,32.5,3.6,3,2,17.16262976,Female,Cardio
23,59.6,1.81,160,146,102.4,121.6,3,71,1.54,1382,22.6,2.8,5,2,18.19236287,Female,HIIT
46,53.7,1.5,177,169,113.28,134.52,3,54,1.62,1245,26.8,3.7,4,3,23.86666667,Female,Strength
55,58.9,1.56,197,125,126.08,149.72,1,58,0.73,1103,22.1,3.5,3,2,24.20282709,Female,Yoga
31,79.4,1.58,163,125,104.32,123.88,3,74,1.49,663,24,2.4,3,2,31.80580035,Male,Cardio
26,83.1,1.52,163,139,104.32,123.88,3,51,1.95,925,10,2.8,3,1,35.96779778,Male,Strength
31,61.7,1.52,177,160,113.28,134.52,3,54,0.54,1266,23.1,1.7,4,2,26.70533241,Female,Yoga
27,66.6,1.7,171,149,109.44,129.96,3,73,1.43,1321,26.6,3.3,4,3,23.0449827,Male,Strength
45,106.3,1.84,172,123,110.08,130.72,2,61,1.15,1177,16.9,2.6,4,3,31.39768431,Female,Strength
23,73.2,1.58,175,169,112,133,3,69,1.54,1226,25,2.4,3,2,29.322224,Female,HIIT
48,69.9,1.82,173,162,110.72,131.48,3,64,2,1724,26.7,2.4,3,1,21.10252385,Female,Yoga
30,62.3,1.53,185,153,118.4,140.6,3,68,1.3,1382,20.5,1.6,2,2,26.61369559,Female,Yoga
48,83,1.55,164,169,104.96,124.64,3,67,1.27,1287,21.5,3.5,2,3,34.54734651,Male,Cardio
35,75.4,1.64,198,167,126.72,150.48,3,63,1.14,1045,20.5,1.5,3,2,28.03390839,Male,Yoga
30,98.3,1.84,178,161,113.92,135.28,3,74,1.58,576,23.3,1.6,3,2,29.03473535,Female,HIIT
38,46.5,1.65,182,169,116.48,138.32,3,70,1.34,806,24.1,3.5,2,1,17.07988981,Female,Cardio
44,61.6,1.65,167,158,106.88,126.92,3,74,1.11,1223,23.8,2.9,4,1,22.62626263,Male,Strength
31,64,1.85,184,147,117.76,139.84,3,71,1.05,571,27,2,5,2,18.69978086,Female,Strength
18,59.1,1.69,180,155,115.2,136.8,3,57,1.99,1505,27.5,1.9,4,1,20.69255278,Male,Yoga
24,45.1,1.6,195,163,124.8,148.2,3,66,2,453,31.2,1.6,2,2,17.6171875,Female,Cardio
18,49.1,1.68,182,142,116.48,138.32,3,74,1.13,961,23.7,3.1,3,1,17.39654195,Male,Yoga
18,82.7,1.79,171,167,109.44,129.96,3,69,1.09,1305,21.8,2.1,2,1,25.81068007,Female,HIIT
33,85,1.73,161,128,103.04,122.36,3,64,1.34,812,16.6,3.2,4,1,28.40054796,Male,Strength
21,77.9,1.8,199,169,127.36,151.24,3,56,1.3,1171,19.7,3.4,3,2,24.04320988,Female,Cardio
20,40,1.52,192,151,122.88,145.92,3,63,1.5,572,25.1,3.7,4,1,17.31301939,Male,HIIT
59,44.8,1.67,189,130,120.96,143.64,2,63,1.29,1021,29.8,3.6,3,3,16.06368102,Male,Strength
51,66.4,1.77,184,147,117.76,139.84,3,55,0.97,1531,33.1,3.6,3,3,21.1944205,Female,HIIT
50,40,2,192,155,122.88,145.92,3,56,0.82,829,24.6,2.4,3,2,10,Male,Strength
42,96.2,1.63,164,148,104.96,124.64,3,74,1.38,887,16.3,1.6,2,3,36.20761037,Male,Strength
45,54,1.86,170,148,108.8,129.2,3,65,1.36,670,28.9,3.5,3,2,15.60874089,Female,Cardio
22,71.1,1.68,164,160,104.96,124.64,3,74,1.51,955,10,3.3,4,2,25.19132653,Male,Cardio
47,48.6,1.55,176,165,112.64,133.76,3,74,0.71,1305,15.6,2.7,2,1,20.2289282,Female,Cardio
34,100.1,1.97,192,164,122.88,145.92,3,73,2,1747,25.5,1.5,4,2,25.79298616,Female,Yoga
51,53.7,1.72,169,120,108.16,128.44,2,52,0.95,1234,10,3.3,3,3,18.15170362,Female,HIIT
27,83.5,1.67,162,129,103.68,123.12,3,65,1.48,1517,25.8,3.3,2,1,29.94011976,Male,Yoga
18,52.4,1.74,181,169,115.84,137.56,3,63,0.83,889,10,2.8,4,3,17.30743823,Male,Strength
48,89.5,1.61,170,153,108.8,129.2,3,57,1.38,1355,10,3.3,3,1,34.52798889,Male,Strength
25,58.2,1.64,165,169,105.6,125.4,3,71,1.92,984,20.8,3.3,4,3,21.63890541,Female,Strength
51,126,1.74,190,139,121.6,144.4,2,57,1.04,1108,27.3,3.2,2,1,41.61712247,Male,Strength
58,57.4,1.62,196,154,125.44,148.96,3,61,1.59,1015,15,2.1,3,1,21.8716659,Female,Strength
32,52.3,1.59,161,121,103.04,122.36,2,74,2,723,20.3,3.3,3,1,20.68747281,Female,Strength
47,40,1.85,192,139,122.88,145.92,2,57,1.2,697,25.2,3.5,4,1,11.68736304,Female,Cardio
55,129.6,1.84,188,139,120.32,142.88,2,58,1.28,1272,19.2,3.5,3,1,38.27977316,Female,HIIT
33,72.3,1.8,199,120,127.36,151.24,1,74,1.33,457,26.5,2.3,4,2,22.31481481,Female,HIIT
28,64.1,1.55,179,152,114.56,136.04,3,52,1.41,1091,31.1,3.3,4,1,26.6805411,Male,HIIT
34,66.7,1.55,186,169,119.04,141.36,3,55,1.48,781,19.4,2.5,3,1,27.76274714,Male,Cardio
35,44.9,1.92,168,123,107.52,127.68,2,67,1.29,572,20.8,2.1,4,2,12.17990451,Male,Cardio
36,90,1.69,180,160,115.2,136.8,3,72,2,717,20.6,3.3,4,1,31.5115017,Female,HIIT
27,77.7,1.76,167,131,106.88,126.92,3,74,1.36,448,24.9,2.1,5,2,25.08393595,Male,HIIT
18,100,1.73,192,166,122.88,145.92,3,56,1.22,1631,23.3,1.8,4,2,33.41240937,Male,Strength
52,83.4,1.52,176,142,112.64,133.76,3,56,1.45,596,25.6,1.9,3,2,36.09764543,Male,HIIT
32,46.5,1.83,176,128,112.64,133.76,2,74,1.01,1061,10,2.5,4,3,13.88515632,Female,Cardio
37,81.1,1.78,195,143,124.8,148.2,2,72,1.07,770,22.5,2.5,3,2,25.59651559,Female,HIIT
31,50.7,1.86,171,149,109.44,129.96,3,74,1.29,580,24,3.6,3,2,14.6548734,Male,Cardio
23,55.4,1.8,164,163,104.96,124.64,3,73,1.33,783,27.1,1.5,2,1,17.09876543,Female,Strength
23,40,1.8,160,136,102.4,121.6,3,62,1.85,1113,16.8,1.7,3,2,12.34567901,Female,Strength
25,76.2,1.87,184,148,117.76,139.84,3,69,1.96,809,26.2,2.3,3,1,21.79072893,Female,HIIT
52,84.5,1.75,180,158,115.2,136.8,3,71,2,830,14.1,1.5,4,3,27.59183673,Male,Strength
59,40,2,173,141,110.72,131.48,3,68,1.04,1331,27,3.7,2,1,10,Male,Strength
37,40,1.92,163,129,104.32,123.88,3,68,1.22,1025,22.7,3.3,2,1,10.85069444,Female,Cardio
42,55.6,1.63,176,134,112.64,133.76,3,74,1.41,384,22,3.3,3,1,20.92664383,Female,Cardio
29,73.6,1.82,162,141,103.68,123.12,3,55,1.5,1057,25.2,2.1,2,2,22.2195387,Male,Cardio
29,50.8,1.89,199,163,127.36,151.24,3,59,0.8,784,35,2.5,3,2,14.22132639,Female,HIIT
27,72.5,1.88,181,162,115.84,137.56,3,69,1.21,1120,34.6,3.4,4,1,20.51267542,Male,HIIT
22,128.4,1.738,166,169,106.24,126.16,3,50,1.53,914,16.7,2.8,3,2,42.50749178,Male,HIIT
41,74.7,1.84,170,169,108.8,129.2,3,57,1.262,1257,24.8,2.5,3,3,22.06403592,Male,Strength
21,94.4,1.69,197,155,126.08,149.72,3,61,1.94,1089,20.7,2.4,3,2,33.052064,Female,Strength
52,57.5,1.87,174,149,111.36,132.24,3,70,1.05,880,12.5,2.5,2,2,16.44313535,Male,Strength
32,51.1,1.86,199,131,127.36,151.24,2,63,1,865,34.8,3.2,3,1,14.7704937,Male,HIIT
30,88.8,1.69,171,127,109.44,129.96,2,70,1.21,1097,25.6,3.4,3,1,31.09134834,Female,Strength
31,81,1.54,161,156,103.04,122.36,3,74,0.68,882,28.9,2.6,4,1,34.15415753,Female,Cardio
49,80,2,162,151,103.68,123.12,3,74,1.07,846.4,15.7,3.6,3,2,20,Female,Strength
23,52.6,1.78,176,169,112.64,133.76,3,53,1.15,1384,31.1,2.4,3,2,16.60143921,Female,Cardio
18,57.5,1.74,193,154,123.52,146.68,3,70,1.16,1358,33.9,3.7,4,3,18.99194081,Male,HIIT
52,45.1,1.65,165,164,105.6,125.4,3,71,1.76,1380,21.5,3.3,5,1,16.56565657,Female,Yoga
45,98.7,1.77,183,132,117.12,139.08,2,74,1.32,400,19.5,2,4,2,31.50435699,Male,Cardio
51,63,1.78,161,152,103.04,122.36,3,50,1.33,1339,29.1,1.8,2,2,19.88385305,Male,Strength
34,101.5,1.57,184,120,117.76,139.84,2,55,1.02,601,17.7,2.3,5,1,41.1781411,Female,Strength
18,89.8,1.66,185,140,118.4,140.6,2,54,2,1283,28.4,1.9,3,2,32.58818406,Female,HIIT
42,43.5,1.56,192,159,122.88,145.92,3,57,1.96,555,25.3,3.6,3,2,17.87475345,Male,Strength
28,121.1,1.75,163,149,104.32,123.88,3,68,1.57,716,21,3.3,5,1,39.54285714,Female,Strength
18,46.3,2,167,169,106.88,126.92,3,64,1.29,1556,22.5,2.6,2,3,11.575,Male,Yoga
35,40,1.71,162,133,103.68,123.12,3,69,1.99,840,20.2,3.2,4,2,13.67942273,Male,Yoga
56,64.2,1.79,196,165,125.44,148.96,3,58,0.97,667,15.9,3.3,4,1,20.03682781,Female,Cardio
18,56,1.82,170,131,108.8,129.2,3,62,1.55,1249,24.96,2,3,3,16.90617075,Female,HIIT
45,43.8,1.76,161,169,103.04,122.36,3,72,1.97,1783,24.9,3.5,4,3,14.13997934,Male,HIIT
32,90.5,1.63,184,166,117.76,139.84,3,50,1.46,1217,31.3,2,5,1,34.062253,Female,Strength
42,40,1.81,177,145,113.28,134.52,3,59,1.71,1065,26.6,1.5,3,1,12.20963951,Female,HIIT
54,72.6,1.56,172,165,110.08,130.72,3,69,1.26,966,26.1,3.5,2,1,29.83234714,Male,HIIT
18,40,1.58,172,164,110.08,130.72,3,52,1.08,1262,24.7,3.2,4,1,16.02307323,Male,HIIT
34,89.7,1.78,184,142,117.76,139.84,3,53,0.53,1662,24.2,1.5,3,1,28.31081934,Female,HIIT
21,59.7,1.65,191,138,122.24,145.16,2,68,0.95,539,35,3.2,4,2,21.92837466,Female,HIIT
18,42,1.82,188,137,120.32,142.88,2,67,0.77,589,16.4,2,2,3,12.67962806,Male,HIIT
18,57.9,2,168,156,107.52,127.68,3,50,1.05,689,28.3,3.6,3,3,14.475,Male,Cardio
49,50.2,1.7,164,169,104.96,124.64,3,73,0.75,622,28,1.6,2,1,17.37024221,Female,Cardio
18,40,1.8,187,158,119.68,142.12,3,71,1.24,665,24.1,1.7,2,2,12.34567901,Female,Strength
18,70.9,1.87,176,164,112.64,133.76,3,59,2,745,28.2,3.2,4,2,20.2751008,Female,HIIT
26,44,1.6,190,125,121.6,144.4,2,68,1.06,1246,21.1,2.7,2,2,17.1875,Male,Strength
31,46.9,1.75,192,146,122.88,145.92,3,63,2,748,15.3,1.7,4,2,15.31428571,Female,Cardio
49,47.5,1.79,161,169,103.04,122.36,3,61,1.43,957,25.8,3,4,1,14.82475578,Male,Strength
38,69,1.82,170,133,108.8,129.2,3,53,1.24,1610,30.1,2.8,2,2,20.83081753,Male,Strength
18,59.1,2,181,123,115.84,137.56,2,72,1.94,901,23.2,2.4,4,2,14.775,Female,HIIT
53,40,1.66,192,169,122.88,145.92,3,72,1.11,842.6,27.5,2.8,4,3,14.5158949,Female,Yoga
18,74.6,1.71,169,143,108.16,128.44,3,54,1.49,1213,28.7,2,2,1,25.51212339,Female,Strength
35,98.6,1.55,184,141,117.76,139.84,3,59,2,1172,27.8,3.2,2,2,41.04058273,Male,Cardio
29,58.4,1.61,182,165,116.48,138.32,3,70,0.77,1259,20.1,3.5,4,2,22.52999498,Female,HIIT
35,76.1,1.81,177,153,113.28,134.52,3,74,2,1119,17.7,3.3,2,1,23.22883917,Female,HIIT
38,93.7,1.66,168,169,107.52,127.68,3,68,1.97,875,29,3.4,4,2,34.00348381,Male,Cardio
42,88.6,2,171,166,109.44,129.96,3,72,1.11,1335,18.6,2.2,5,2,22.15,Female,Yoga
18,49.9,1.77,191,123,122.24,145.16,2,74,1.4,626,25.9,3.4,2,2,15.92773469,Male,Strength
42,99.9,1.6,189,169,120.96,143.64,3,58,1.85,1099,32.6,2.2,2,1,39.0234375,Female,HIIT
26,58.6,1.78,198,143,126.72,150.48,2,74,1.59,1008,21.1,2.2,3,1,18.4951395,Female,Cardio
36,57.4,1.58,192,152,122.88,145.92,3,70,1.38,1137,18.3,3.2,2,1,22.99311008,Male,Yoga
47,48.1,1.71,185,129,118.4,140.6,2,74,0.87,1177,28.1,2.6,3,3,16.44950583,Male,Strength
30,60.1,1.93,187,140,119.68,142.12,2,58,1.48,875,29.7,3.1,5,1,16.13466133,Male,HIIT
23,88,2,193,128,123.52,146.68,2,70,1.24,399,23.9,2.8,3,1,22,Female,HIIT
39,62.5,1.74,162,141,103.68,123.12,3,58,1.27,699,24.2,1.8,3,1,20.64341393,Female,Strength
38,69.4,2,195,130,124.8,148.2,2,61,1.34,1197,19.5,2.6,3,3,17.35,Female,Strength
20,69.3,1.75,180,120,115.2,136.8,2,72,1.06,1421,24.6,3.2,4,2,22.62857143,Female,Yoga
18,52.6,1.76,175,154,112,133,3,50,1.17,1783,21,3,3,2,16.98088843,Male,Yoga
39,65.6,1.7,172,148,110.08,130.72,3,68,0.87,1709,20.2,1.5,4,3,22.69896194,Female,HIIT
45,71.4,1.724,179,140,114.56,136.04,3,52,1.56,1246,24.6,2.6,4,1,24.02280349,Male,Strength
22,80.6,1.71,176,139,112.64,133.76,3,60,2,957,31,2.4,4,2,27.5640368,Male,Cardio
57,43.5,2,172,159,110.08,130.72,3,59,1.73,530,18.7,2.1,2,3,10.875,Female,Yoga
25,72.6,1.7,161,168,103.04,122.36,3,51,1.28,1262,22,3.1,4,2,25.12110727,Female,Strength
18,87.5,1.76,169,160,108.16,128.44,3,60,2,1042,22.4,3.3,2,3,28.24767562,Male,Yoga
50,46.8,1.77,180,128,115.2,136.8,2,70,1.4,803,17,3.3,4,1,14.93823614,Male,HIIT
27,42.5,1.61,183,155,117.12,139.08,3,71,2,933,22.9,1.6,2,1,16.39597238,Male,HIIT
43,83.5,1.96,168,169,107.52,127.68,3,54,1.47,1522,24.18,2.1,4,2,21.73573511,Male,Strength
18,44.9,1.77,168,127,107.52,127.68,2,57,1.66,512,12.3,3.7,3,1,14.33176929,Female,Strength
18,63.9,1.71,164,140,104.96,124.64,3,66,1.48,785,30.2,3.3,4,2,21.85287781,Male,Yoga
36,67.5,1.71,173,147,110.72,131.48,3,60,1.1,511,20.6,1.5,4,1,23.08402585,Female,HIIT
24,59,1.68,186,132,119.04,141.36,2,56,1.17,1186,24.2,3.4,3,3,20.90419501,Female,Cardio
21,90.1,1.72,184,138,117.76,139.84,2,68,1.35,1043,27.1,2.1,4,3,30.4556517,Male,Yoga
18,48.2,1.75,180,134,115.2,136.8,2,63,1.39,1053,22.1,2.2,4,1,15.73877551,Male,Yoga
18,78.1,1.75,184,158,117.76,139.84,3,50,1.296,871,31.6,2.5,2,3,25.50204082,Male,Cardio
31,67.4,1.83,167,122,106.88,126.92,2,66,1.49,1032,30.6,3.1,5,2,20.12601153,Male,HIIT
27,44.1,1.56,169,136,108.16,128.44,3,72,1.34,1124,10,3.1,2,1,18.12130178,Male,Strength
26,65,1.69,171,162,109.44,129.96,3,62,1.54,1066,16.6,3.5,2,2,22.75830678,Male,Strength
33,95,1.85,168,140,107.52,127.68,3,56,1.3,958,20.5,3.3,3,2,27.75748722,Female,Strength
30,65.3,1.76,192,161,122.88,145.92,3,57,1.16,1092,32.1,1.9,4,3,21.08083678,Female,Cardio
59,40,1.72,182,164,116.48,138.32,3,56,1.27,1783,12.6,3.1,4,3,13.52082207,Male,HIIT
46,82.9,1.74,194,165,124.16,147.44,3,52,2,1107,24.3,3.1,3,3,27.38142423,Female,Cardio
18,59.4,1.87,195,139,124.8,148.2,2,74,2,958,14.9,2.7,3,2,16.98647373,Male,Yoga
49,58.2,1.82,171,154,109.44,129.96,3,67,1.38,624,20.8,3.5,4,1,17.57034175,Male,Strength
37,77.3,1.58,180,140,115.2,136.8,3,61,1.57,1333,23.5,1.5,2,2,30.96458901,Female,HIIT
22,66,1.67,181,122,115.84,137.56,2,50,0.96,912,26.3,1.5,3,2,23.66524436,Male,Cardio
29,67.4,1.76,187,120,119.68,142.12,2,74,1.1,911,21.4,2.3,5,1,21.75878099,Female,Cardio
31,62.2,1.7,168,155,107.52,127.68,3,55,0.62,1596,35,3.2,2,1,21.52249135,Male,Strength
45,67.3,1.67,198,155,126.72,150.48,3,54,0.72,1006,33.2,3.5,4,2,24.13137796,Female,Yoga
27,59.6,1.73,182,139,116.48,138.32,3,71,1.42,1321,16.3,3.3,4,3,19.91379598,Female,Strength
35,40,1.72,182,120,116.48,138.32,2,70,1.22,1178,14.6,1.9,4,2,13.52082207,Male,HIIT
24,41.3,1.73,180,156,115.2,136.8,3,74,1.55,1285,26.2,3.2,4,3,13.79932507,Male,HIIT
48,97,1.73,172,122,110.08,130.72,2,74,1.7,903,12.8,3.5,4,2,32.41003709,Male,Cardio
59,47.2,1.68,185,159,118.4,140.6,3,70,1.49,704,15.4,2.2,4,2,16.72335601,Female,Strength
49,58.7,1.79,186,120,119.04,141.36,2,67,0.9,900,24.4,3.7,4,2,18.32027714,Female,Cardio
33,65.7,1.97,167,144,106.88,126.92,3,53,1.1,872,19.1,2,4,1,16.92906285,Male,Cardio
31,80.2,1.74,187,141,119.68,142.12,2,72,1.23,1326,21.2,2.8,2,2,26.48962875,Male,Strength
40,59.3,2,166,141,106.24,126.16,3,74,1.44,801,24.6,3.4,5,2,14.825,Male,Cardio
28,61.1,1.74,163,156,104.32,123.88,3,59,1.89,1277,21.5,3.4,2,2,20.18100145,Male,Cardio
57,79.4,1.55,160,164,102.4,121.6,3,50,1.55,1116,32.2,3.6,2,2,33.04890739,Female,Strength
55,86.2,2,189,159,120.96,143.64,3,66,1.78,462,27.2,2.84,3,1,21.55,Male,Strength
28,59.3,1.79,189,128,120.96,143.64,2,69,0.91,877,24.8,2.1,4,1,18.50753722,Male,Strength
23,40,1.87,161,158,103.04,122.36,3,74,1.5,1200,23.7,3.3,4,3,11.43870285,Male,Strength
30,61.8,1.88,189,142,120.96,143.64,2,73,1.02,1033,23.7,2.3,4,1,17.48528746,Female,Cardio
30,40,1.63,192,157,122.88,145.92,3,64,1.31,1078,10,2.8,3,1,15.05513945,Male,HIIT
25,61.4,1.7,172,166,110.08,130.72,3,72,1.28,1064,32.5,3,3,2,21.24567474,Female,Yoga
46,80.2,1.98,172,155,110.08,130.72,3,73,1.29,1355,26.8,3.3,4,3,20.45709621,Female,Yoga
24,89,1.61,170,160,108.8,129.2,3,74,1.3,827,23.8,3.1,3,3,34.3350951,Female,Yoga
28,58,1.77,179,157,114.56,136.04,3,74,1.59,1145,21.3,1.5,2,3,18.51319863,Male,Yoga
27,53,1.91,172,123,110.08,130.72,2,54,1.09,655,34.4,3.1,3,2,14.52811052,Male,Strength
23,51.2,1.92,187,169,119.68,142.12,3,55,1.1,969,25.3,2.7,2,1,13.88888889,Female,Yoga
26,51.9,1.9,182,129,116.48,138.32,2,55,2,1418,32.2,2.4,2,1,14.3767313,Female,Cardio
27,56.3,1.7,191,134,122.24,145.16,2,72,1.61,1631,23.4,3.3,3,1,19.48096886,Female,Yoga
37,92.4,1.52,197,135,126.08,149.72,2,59,1.12,1515,25.9,3.2,3,2,39.99307479,Male,Cardio
59,108.3,1.53,183,122,117.12,139.08,2,50,0.86,1071,21.9,3.3,3,1,46.26425734,Male,HIIT
22,71.5,1.81,195,164,124.8,148.2,3,51,1.52,935,22,2.6,3,2,21.82473062,Female,Yoga
18,89.4,1.84,168,168,107.52,127.68,3,69,2,968,17.3,2.6,5,2,26.40595463,Male,Strength
32,82.3,1.55,172,128,110.08,130.72,2,74,1.52,990,26.7,2,3,1,34.25598335,Male,HIIT
35,96.5,1.54,168,160,107.52,127.68,3,70,1.43,1573,35,3.4,4,1,40.68982965,Male,Yoga
44,40,1.91,181,124,115.84,137.56,2,71,1.55,1545,26.5,3.4,3,1,10.96461172,Male,Cardio
43,65.2,1.5,182,157,116.48,138.32,3,68,2,1417,26.7,3.1,4,2,28.97777778,Male,Yoga
38,77.1,1.766,177,169,113.28,134.52,3,72,1.73,1538,26.4,3.6,3,1,24.72139533,Female,Cardio
18,53.9,1.62,170,169,108.8,129.2,3,72,1.38,810,24.7,3.4,3,1,20.53802774,Male,Cardio
42,64.86,1.87,176,127,112.64,133.76,2,74,1.82,693,10,2.1,4,1,18.54785667,Male,Yoga
22,69.6,1.8,186,136,119.04,141.36,2,73,1.37,1081,28.6,2,5,3,21.48148148,Female,Cardio
18,62.9,1.72,191,157,122.24,145.16,3,63,1.31,514,26.3,2.2,3,2,21.2614927,Female,Strength
18,69.1,1.64,183,139,117.12,139.08,2,73,1.32,1002,26,1.5,5,1,25.69155265,Female,Strength
37,61.3,1.96,193,169,123.52,146.68,3,65,2,947,31.1,3.5,5,1,15.95689296,Female,Yoga
37,78.5,1.5,189,169,120.96,143.64,3,60,1.67,954,17.9,2.4,3,3,34.88888889,Female,HIIT
41,40,1.78,182,155,116.48,138.32,3,68,1.51,1376,29.8,2.1,2,3,12.6246686,Female,HIIT
18,49.9,1.75,182,158,116.48,138.32,3,74,2,1032,23.1,3.1,5,1,16.29387755,Male,Strength
